2026-02-11 02:18:43 | conductor_agent | INFO | Initialized embedding generator with model: text-embedding-3-small
2026-02-12 20:26:56 | conductor_agent | ERROR | Error transcribing audio: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-02-12 20:26:56 | conductor_agent | ERROR | Error in voice chat endpoint: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-02-12 20:26:56 | conductor_agent | INFO | Received audio file: temp_audio\input_a7065fd4-9b74-46ea-b6b4-b71472870fec.webm
2026-02-12 20:26:56 | conductor_agent | INFO | Transcribing audio file: temp_audio\input_a7065fd4-9b74-46ea-b6b4-b71472870fec.webm
2026-02-12 20:26:58 | conductor_agent | ERROR | Error transcribing audio: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-02-12 20:26:58 | conductor_agent | ERROR | Error in voice chat endpoint: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-02-14 01:59:32 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/text-embedding-004
2026-02-14 01:59:32 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 01:59:32 | conductor_agent | INFO | Initialized conductor agent with GOOGLE, model: gemini-2.0-flash-exp
2026-02-14 01:59:32 | conductor_agent | INFO | Processing query: Say hello in one sentence...
2026-02-14 01:59:32 | conductor_agent | INFO | Loaded collection: conversations
2026-02-14 01:59:32 | conductor_agent | INFO | Using Google Gemini for embeddings
2026-02-14 01:59:32 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-14 01:59:32 | conductor_agent | ERROR | Error generating embeddings: 404 models/text-embedding-004 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-14 02:22:31 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-14 02:22:31 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 02:22:31 | conductor_agent | INFO | Initialized conductor agent with GOOGLE, model: gemini-2.0-flash-exp
2026-02-14 02:22:31 | conductor_agent | INFO | Processing query: Say hello in one sentence...
2026-02-14 02:22:31 | conductor_agent | INFO | Loaded collection: conversations
2026-02-14 02:22:31 | conductor_agent | INFO | Using Google Gemini for embeddings
2026-02-14 02:22:31 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-14 02:22:32 | conductor_agent | ERROR | Error generating embeddings: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-14 02:22:32 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-14 02:22:32 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 02:22:32 | conductor_agent | INFO | Initialized conductor agent with GROK, model: gemini-2.0-flash-exp
2026-02-14 02:22:33 | conductor_agent | INFO | Processing query: Say hello in one sentence...
2026-02-14 02:22:33 | conductor_agent | INFO | Loaded collection: conversations
2026-02-14 02:22:33 | conductor_agent | INFO | Using Google Gemini for embeddings
2026-02-14 02:22:33 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-14 02:22:34 | conductor_agent | ERROR | Error generating embeddings: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-14 02:22:34 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-14 02:22:34 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 02:22:34 | conductor_agent | INFO | Initialized conductor agent with OPENAI, model: gemini-2.0-flash-exp
2026-02-14 02:22:35 | conductor_agent | INFO | Processing query: Say hello in one sentence...
2026-02-14 02:22:35 | conductor_agent | INFO | Loaded collection: conversations
2026-02-14 02:22:35 | conductor_agent | INFO | Using Google Gemini for embeddings
2026-02-14 02:22:35 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-14 02:22:35 | conductor_agent | ERROR | Error generating embeddings: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-14 02:22:35 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-14 02:22:35 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 02:22:35 | conductor_agent | INFO | Initialized conductor agent with PERPLEXITY, model: gemini-2.0-flash-exp
2026-02-14 02:22:36 | conductor_agent | INFO | Processing query: Say hello in one sentence...
2026-02-14 02:22:36 | conductor_agent | INFO | Loaded collection: conversations
2026-02-14 02:22:36 | conductor_agent | INFO | Using Google Gemini for embeddings
2026-02-14 02:22:36 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-14 02:22:36 | conductor_agent | ERROR | Error generating embeddings: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-14 02:22:36 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-14 02:22:36 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 02:22:36 | conductor_agent | INFO | Initialized conductor agent with GOOGLE, model: gemini-2.0-flash-exp
2026-02-14 03:57:03 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-14 03:57:03 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 03:57:03 | conductor_agent | WARNING | Resetting vector store...
2026-02-14 03:57:03 | conductor_agent | INFO | Loaded collection: conversations
2026-02-14 03:57:03 | conductor_agent | INFO | Loaded collection: code_snippets
2026-02-14 04:43:40 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-14 04:43:40 | conductor_agent | INFO | Initialized vector store at: c:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-14 04:43:40 | conductor_agent | INFO | Initialized conductor agent with GOOGLE, model: gemini-1.5-flash
2026-02-14 04:43:41 | conductor_agent | INFO | Loaded collection: conversations
2026-02-14 04:43:41 | conductor_agent | INFO | Loaded collection: code_snippets
2026-02-16 06:53:16 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: models/embedding-001
2026-02-16 06:53:16 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-16 06:53:16 | conductor_agent | INFO | Initialized conductor agent with GOOGLE, model: gemini-1.5-flash
2026-02-16 06:53:16 | conductor_agent | INFO | Loaded 14 skills
2026-02-16 06:53:17 | conductor_agent | INFO | Initialized voice processor
2026-02-16 07:44:07 | conductor_agent | INFO | Chat request: hi...
2026-02-16 07:44:07 | conductor_agent | INFO | Processing query: hi...
2026-02-16 07:44:08 | conductor_agent | INFO | Loaded collection: conversations
2026-02-16 07:44:08 | conductor_agent | INFO | Using Google Gemini for embeddings
2026-02-16 07:44:08 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-16 07:44:09 | conductor_agent | ERROR | Error generating embeddings: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-16 07:44:09 | conductor_agent | ERROR | Error in chat endpoint: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-16 07:46:20 | conductor_agent | INFO | Received audio file: temp_audio\input_15af0d79-fe73-4471-a110-125d15e635df.webm
2026-02-16 07:46:20 | conductor_agent | INFO | Transcribing audio file: temp_audio\input_15af0d79-fe73-4471-a110-125d15e635df.webm
2026-02-16 07:46:26 | conductor_agent | INFO | Transcription complete: Can you hear me?
...
2026-02-16 07:46:26 | conductor_agent | INFO | Transcription: Can you hear me?

2026-02-16 07:46:26 | conductor_agent | INFO | Processing query: Can you hear me?
...
2026-02-16 07:46:26 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-16 07:46:26 | conductor_agent | ERROR | Error generating embeddings: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-16 07:46:26 | conductor_agent | ERROR | Error in voice chat endpoint: 404 models/embedding-001 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-16 08:31:23 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: text-embedding-004
2026-02-16 08:31:23 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-16 08:31:23 | conductor_agent | INFO | Initialized conductor agent with GOOGLE, model: gemini-1.5-flash
2026-02-16 08:31:23 | conductor_agent | INFO | Loaded 14 skills
2026-02-16 08:31:26 | conductor_agent | INFO | Initialized voice processor
2026-02-16 08:43:13 | conductor_agent | INFO | Chat request: Say hello...
2026-02-16 08:43:13 | conductor_agent | INFO | Initialized minimal conductor with openai, model: gpt-4o-mini
2026-02-16 08:43:13 | conductor_agent | INFO | Using minimal conductor (cloud mode - no memory)
2026-02-16 08:43:13 | conductor_agent | INFO | Processing query: Say hello...
2026-02-16 09:02:04 | conductor_agent | INFO | Starting Conductor Voice Agent on port 8000
2026-02-16 09:04:15 | conductor_agent | INFO | Chat request: Hello, are you working?...
2026-02-16 09:04:17 | conductor_agent | INFO | Initialized embedding generator with Google Gemini, model: text-embedding-004
2026-02-16 09:04:17 | conductor_agent | INFO | Initialized vector store at: C:\Users\jjc29\antigravity agent 1\conductor_agent\data\chroma_db
2026-02-16 09:04:17 | conductor_agent | INFO | Initialized conductor agent with GOOGLE, model: gemini-1.5-flash
2026-02-16 09:04:17 | conductor_agent | INFO | Loaded 14 skills
2026-02-16 09:04:17 | conductor_agent | INFO | Using full conductor (local mode - with memory)
2026-02-16 09:04:17 | conductor_agent | INFO | Processing query: Hello, are you working?...
2026-02-16 09:04:17 | conductor_agent | INFO | Loaded collection: conversations
2026-02-16 09:04:17 | conductor_agent | INFO | Using Google Gemini for embeddings
2026-02-16 09:04:17 | conductor_agent | INFO | Generating 1 embeddings (0 cached)
2026-02-16 09:04:18 | conductor_agent | ERROR | Error generating embeddings: 404 models/text-embedding-004 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
2026-02-16 09:04:18 | conductor_agent | ERROR | Error in chat endpoint: 404 models/text-embedding-004 is not found for API version v1beta, or is not supported for embedContent. Call ListModels to see the list of available models and their supported methods.
